ENTREGUE                                          ;350823;Via Varejo                                        ;Casas Bahia                                       ;1;0;385.9;385.9;Micro System Boombox Philco PBO140BT USB Bluetooth Preto - Bivolt;Correios;28/11/2019 01:11:00;16/12/2019 11:05:18
CANCELADO                                         ;351078;Via Varejo                                        ;Casas Bahia                                       ;1;37.5;41.79;41.79;Fone de Ouvido Sony MDR-E9LP Auricular - Preto;JadLog;17/06/2020 06:22:00;
DESPACHADO                                        ;347217;Magazine Luiza                                    ;Magazine Luiza                                    ;2;34.06;49.78;24.89;Antena Digital Indusat AI-920I Interna Portatil;JadLog;17/06/2020 06:52:12;17/06/2020 07:07:08
DESPACHADO                                        ;351987;Via Varejo                                        ;Casas Bahia                                       ;1;0;1318.89;1318.89;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;JadLog;17/06/2020 07:19:00;19/06/2020 08:45:53
DESPACHADO                                        ;352642;Via Varejo                                        ;Casas Bahia                                       ;1;33.33;398.89;398.89;Ferro de Passar a Vapor Arno Smartglis FSC1 Com Base Cerâmica Preto/Verde - 110V;JadLog;17/06/2020 07:20:00;18/06/2020 11:16:34
CANCELADO                                         ;349784;Via Varejo                                        ;Casas Bahia                                       ;1;57.74;150.89;150.89;Liquidificador Britânia DIAMANTE 800 VM 900W 4 Vel + Pulsar Vermelho - 220V;JadLog;17/06/2020 07:50:00;
CANCELADO                                         ;351987;B2W Nova API                                      ;Lojas Americanas                                  ;1;63.74;1319.79;1319.79;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;JadLog;17/06/2020 07:52:58;
CANCELADO                                         ;348915;Via Varejo                                        ;Casas Bahia                                       ;1;38.04;618.89;618.89;Cafeteira Expresso Arno Dolce Gusto Mini Me Preta/Vermelha - 110V;JadLog;17/06/2020 08:12:00;
CANCELADO                                         ;349835;Via Varejo                                        ;Casas Bahia                                       ;1;55.2;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Rapidao Cometa;17/06/2020 08:16:00;
CANCELADO                                         ;349374;Via Varejo                                        ;Casas Bahia                                       ;1;40.43;145.79;145.79;Liquidificador Britânia Diamante 4 Vel Filtro 800W Vermelho - 110V;JadLog;17/06/2020 08:24:00;
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;17/06/2020 09:02:41;18/06/2020 08:36:29
DESPACHADO                                        ;352435;Magazine Luiza                                    ;Magazine Luiza                                    ;1;61.59;750.89;750.89;Microondas Midea MTAEG42 30L Com Grill 900W Porta Espelhada Prata - 110V;JadLog;17/06/2020 08:21:14;17/06/2020 08:39:32
DESPACHADO                                        ;352126;Via Varejo                                        ;Casas Bahia                                       ;1;0;145.89;145.89;Headset Bright 0468 Gamer Led Vermelho;JadLog;17/06/2020 09:13:00;23/06/2020 05:35:08
DESPACHADO                                        ;350057;Magazine Luiza                                    ;Magazine Luiza                                    ;1;48.47;527.79;527.79;Panificadora Britânia Multipane Função Timer Preto - 110V;JadLog;17/06/2020 10:45:04;17/06/2020 10:49:09
DESPACHADO                                        ;350245;B2W Nova API                                      ;Lojas Americanas                                  ;1;32.87;339.89;339.89;Ferro de Passar a Vapor Arno Ultragliss II FUA2 1200W Cereja - 110V;JadLog;17/06/2020 11:23:09;17/06/2020 11:36:46
CANCELADO                                         ;350556;Via Varejo                                        ;Casas Bahia                                       ;1;52.33;1277.89;1277.89;DVD Player Automotivo Pioneer AVH-G218BT 2 DIN 62" WVGA Bluetooth Entrada Auxiliar USB;Correios;17/06/2020 11:29:00;
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;17/06/2020 11:33:05;18/06/2020 08:35:54
DESPACHADO                                        ;350367;B2W Nova API                                      ;Lojas Americanas                                  ;1;114.73;572.89;572.89;Climatizador de Ar Elgin 45FCE7500BR 7.5L Branco - 220V;Rapidao Cometa;17/06/2020 11:37:08;19/06/2020 02:47:06
CANCELADO                                         ;351278;Via Varejo                                        ;Casas Bahia                                       ;1;29.67;856.79;856.79;Som Automotivo Pioneer MVH-G218BT 62" 2D Bluetooth USB;JadLog;18/06/2020 12:53:00;
DESPACHADO                                        ;346881;Via Varejo                                        ;Casas Bahia                                       ;1;0;868.89;868.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;Correios;18/06/2020 01:14:00;18/06/2020 08:34:39
CANCELADO                                         ;350078;B2W Nova API                                      ;Shoptime                                          ;1;67.81;1849.79;1849.79;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;18/06/2020 01:51:20;
DESPACHADO                                        ;350078;Zoom                                              ;Zoom                                              ;1;0;1799.89;1799.89;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;18/06/2020 02:02:50;19/06/2020 08:45:13
CANCELADO                                         ;350078;Zoom                                              ;Zoom                                              ;1;67.43;1799.89;1799.89;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;18/06/2020 01:43:15;
DESPACHADO                                        ;350059;Magazine Luiza                                    ;Magazine Luiza                                    ;1;59.3;641.79;641.79;Panificadora Britânia Multipane Função Timer Branco - 110V;JadLog;18/06/2020 08:12:16;19/06/2020 04:16:06
CANCELADO                                         ;352713;Via Varejo                                        ;Casas Bahia                                       ;1;131.99;2035.79;2035.79;Caixa Acústica Philco PCX20000 Bluetooth Rádio FM USB 1800W RMS - Bivolt;Jamef;18/06/2020 09:12:00;
DESPACHADO                                        ;;;;;0;617.58;;;JadLog;18/06/2020 10:05:20;18/06/2020 10:05:47
DESPACHADO                                        ;350659;B2W Nova API                                      ;Lojas Americanas                                  ;1;34.9;208.89;208.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;JadLog;18/06/2020 10:25:22;20/06/2020 03:30:10
DESPACHADO                                        ;348459;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;37.79;37.79;Sandália Havaianas Brasil Cinza Aco 43/44;JadLog;18/06/2020 10:46:42;23/06/2020 05:39:45
CANCELADO                                         ;350659;B2W Nova API                                      ;Lojas Americanas                                  ;1;27.95;208.89;208.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;Correios;18/06/2020 11:02:19;
CANCELADO                                         ;352998;Via Varejo                                        ;Casas Bahia                                       ;1;50.41;614.89;614.89;Caixa Amplificadora Amvox ACA 185 New X Bluetooth USB Entrada Auxiliar – 180W;JadLog;18/06/2020 11:15:00;
CANCELADO                                         ;352998;Via Varejo                                        ;Casas Bahia                                       ;1;50.41;614.89;614.89;Caixa Amplificadora Amvox ACA 185 New X Bluetooth USB Entrada Auxiliar – 180W;JadLog;18/06/2020 11:16:00;
DESPACHADO                                        ;347362;Magazine Luiza                                    ;Magazine Luiza                                    ;1;38.47;168.79;168.79;Máquina De Corte Gama Italy GC625 - Bivolt;JadLog;18/06/2020 11:22:11;18/06/2020 11:33:37
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;19.6;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;18/06/2020 11:40:09;18/06/2020 12:21:29
DESPACHADO                                        ;352783;;;1;0;4094.79;4094.79;Notebook Samsung Expert X30 Core i5 Quad-Core 8GB 1TB Tela 15.6" HD LED Windows 10 - Grafite;Rapidao Cometa;18/06/2020 12:17:48;18/06/2020 12:18:14
CANCELADO                                         ;352923;Via Varejo                                        ;Casas Bahia                                       ;1;143.63;5328.89;5328.89;Smart TV Sony LED 4K UHD HDR KD-55X705G 65" Alta Resolução MotionFlow XR 240 HDMI USB;JadLog;18/06/2020 12:20:00;
DESPACHADO                                        ;351987;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;1319.79;1319.79;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;JadLog;18/06/2020 01:15:24;18/06/2020 04:02:00
DESPACHADO                                        ;346881;B2W Nova API                                      ;Lojas Americanas                                  ;1;42.95;868.89;868.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;18/06/2020 02:14:03;19/06/2020 02:37:39
DESPACHADO                                        ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;1;42.93;864.79;864.79;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;18/06/2020 01:49:38;18/06/2020 02:26:02
CANCELADO                                         ;351397;Via Varejo                                        ;Casas Bahia                                       ;1;37.63;58.79;58.79;Sandália Havaianas Dynamic Preto/Amarelo Banana 41/42;JadLog;18/06/2020 02:45:00;
DESPACHADO                                        ;349879;Via Varejo                                        ;Extra                                             ;1;0;1934.89;1934.89;Caixa Bluetooth JBL Boombox 60W P2 Estéreo Resistente à água Preta - Bivolt;JadLog;18/06/2020 03:02:00;19/06/2020 08:44:21
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;42.42;338.89;338.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;18/06/2020 02:58:44;18/06/2020 03:14:30
